Timestamp,Identifier,IP Address,Time Difference (seconds),Time Difference (hours) * (Total Load Active Power / 10),Grid Phase Voltage A,Grid Phase Voltage B,Grid Phase Voltage C,Grid Line Voltage AB,Grid Line Voltage BC,Grid Line Voltage CA,Grid Current A,Grid Current B,Grid Current C,Grid Active Power A,Grid Active Power B,Grid Active Power C,Grid Apparent Power A,Grid Apparent Power B,Grid Apparent Power C,Grid Frequency,Number Of Online Modules,Grid Reactive Power A,Grid Reactive Power B,Grid Reactive Power C,Grid Power Factor A,Grid Power Factor B,Grid Power Factor C,Total Active Power,Total Reactive Power,Total Apparent Power,Total DC power,Total DC Charge Energy (high bytes),Total DC Charge Energy (low bytes),Total DC Discharge Energy (high bytes),Total DC Discharge Energy (low bytes),Total AC Charge Energy (high bytes),Total AC Charge Energy (low bytes),Total AC Discharge Energy (high bytes),Total AC Discharge Energy (low bytes),Total Reactive Power Energy (high bytes),Total Reactive Power Energy (low bytes),Load Line Voltage AB,Load Line Voltage BC,Load Line Voltage AC,Load Current A,Load Current B,Load Current C,Load Active Power A,Load Active Power B,Load Active Power C,Load Apparent Power A,Load Apparent Power B,Load Apparent Power C,Total Load Active Power,Total Load Apparent Power,Output Frequency,PCS Active Power A,PCS Active Power B,PCS Active Power C,PCS Reactive Power A,PCS Reactive Power B,PCS Reactive Power C,PCS Apparent Power A,PCS Apparent Power B,PCS Apparent Power C,Total PCS Active Power,Total PCS Reactive Power,Total PCS Apparent Power,#1 DC Voltage,#1 DC Current,#1 DC Power,Battery #1 SOC,Battery #1 SOH,Max rechargeable current,Max dischargeable current,Max allowable charging voltage
2024-10-08 09:10:58,BATT014,192.168.91.232,55.0,0.004583333333333333,2369,2351,2342,4103,4072,4056,0,0,0,0,0,0,0,0,0,5005,1,1,1,2,0,0,0,0,4,0,0,0,146,0,404,0,546,0,71,0,1321,3971,4013,3971,0,0,25,0,0,3,0,0,5,3,5,5001,0,0,5,1,1,2,1,1,5,5,4,7,8084,7,0,64,100,800,1000,8592
2024-10-08 09:11:52,BATT014,192.168.91.232,54.0,0.0045,2367,2344,2347,4099,4059,4065,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,404,0,546,0,71,0,1321,3978,4009,3968,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,5,0,0,0,2,1,5,5,0,8,8082,7,0,64,100,800,1000,8592
2024-10-08 09:12:47,BATT014,192.168.91.232,55.0,0.004583333333333333,2367,2349,2342,4099,4068,4056,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,404,0,546,0,71,0,1321,3971,4013,3968,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,4,0,0,0,1,1,5,4,0,7,8084,7,0,64,100,800,1000,8592
2024-10-08 09:13:42,BATT014,192.168.91.232,55.0,0.004583333333333333,2367,2353,2342,4099,4075,4056,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65533,0,0,0,0,65531,0,0,0,146,0,404,0,546,0,71,0,1321,3968,4018,3971,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,4,0,0,0,2,1,5,4,0,8,8085,7,0,65,100,800,1000,8592
2024-10-08 09:14:36,BATT014,192.168.91.232,54.0,0.0045,2367,2347,2342,4099,4065,4056,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,404,0,546,0,71,0,1321,3975,4013,3968,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,1,1,5,5,0,7,8086,7,0,65,100,800,1000,8592
2024-10-08 09:15:31,BATT014,192.168.91.232,55.0,0.004583333333333333,2360,2344,2351,4087,4059,4072,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,404,0,546,0,71,0,1321,3975,4006,3978,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,5,0,0,0,2,1,5,5,0,8,8085,7,0,66,100,800,1000,8592
2024-10-08 09:16:25,BATT014,192.168.91.232,54.0,0.0045,2362,2353,2342,4091,4075,4056,0,0,0,0,0,0,0,0,0,5005,1,65535,0,65534,0,0,0,0,65533,0,0,0,146,0,404,0,546,0,71,0,1321,3968,4013,3975,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,5,0,0,0,1,1,6,5,0,8,8085,7,0,66,100,800,1000,8592
2024-10-08 09:17:20,BATT014,192.168.91.232,55.0,0.004583333333333333,2371,2349,2342,4106,4068,4056,0,0,0,0,0,0,0,0,0,5005,1,65534,65535,65533,0,0,0,0,65530,0,0,0,146,0,404,0,546,0,71,0,1321,3978,4009,3968,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,1,1,5,5,0,7,8086,7,0,66,100,800,1000,8592
2024-10-08 09:18:15,BATT014,192.168.91.232,55.0,0.004583333333333333,2371,2347,2347,4106,4065,4065,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,404,0,546,0,71,0,1321,3983,4006,3971,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,5,0,0,0,1,1,5,5,0,7,8086,7,0,67,100,800,1000,8592
2024-10-08 09:19:10,BATT014,192.168.91.232,55.0,0.07486111111111111,2360,2351,2351,4087,4072,4072,0,0,0,0,0,0,0,0,0,5005,1,65512,65510,65508,0,0,0,0,65458,0,40,0,146,0,404,0,546,0,71,0,1321,3952,3994,3975,118,125,143,15,15,19,27,29,33,49,89,5005,13,13,18,0,0,0,27,29,33,44,0,89,8074,58,400,67,100,800,1000,8592
2024-10-08 09:20:04,BATT014,192.168.91.232,54.0,0.0645,2365,2342,2349,4096,4056,4068,0,0,0,0,0,0,0,0,0,5005,1,65513,65511,65509,0,0,0,0,65461,0,40,0,146,0,404,0,546,0,71,0,1321,3968,3990,3968,118,124,143,13,13,17,27,29,33,43,89,5003,13,13,17,0,0,0,27,29,33,43,0,89,8071,58,400,67,100,800,1000,8592
2024-10-08 09:20:59,BATT014,192.168.91.232,55.0,0.06874999999999999,2360,2351,2347,4087,4072,4065,0,0,0,0,0,0,0,0,0,5005,1,65512,65510,65508,0,0,0,0,65458,0,40,0,146,0,404,0,546,0,71,0,1321,3956,4002,3968,118,124,143,13,13,19,27,29,33,45,89,5003,13,13,17,0,0,0,27,29,33,43,0,89,8070,59,400,68,100,800,1000,8592
2024-10-08 09:21:53,BATT014,192.168.91.232,54.0,0.0675,2371,2347,2342,4106,4065,4056,0,0,0,0,0,0,0,0,0,5005,1,65513,65511,65509,0,0,0,0,65461,0,40,0,146,0,404,0,546,0,71,0,1321,3968,3997,3962,118,125,143,13,13,19,27,29,32,45,88,5008,13,12,17,0,0,0,27,28,32,42,0,87,8071,58,400,68,100,800,1000,8592
2024-10-08 09:22:48,BATT014,192.168.91.232,55.0,0.07486111111111111,2369,2349,2340,4103,4068,4052,0,0,0,0,0,0,0,0,0,5005,1,65513,65512,65510,0,0,0,0,65463,0,40,0,146,0,404,0,546,0,71,0,1321,3962,4002,3962,118,124,143,15,15,19,27,29,33,49,89,5005,12,12,16,0,0,0,27,28,32,40,0,87,8070,59,400,68,100,800,1000,8592
2024-10-08 09:23:42,BATT014,192.168.91.232,54.0,0.0975,2362,2351,2347,4091,4072,4065,0,0,0,0,0,0,0,0,0,5005,1,65511,65510,65507,0,0,0,0,65456,0,56,0,146,0,405,0,546,0,71,0,1321,3952,3997,3971,134,142,160,19,21,25,30,33,36,65,99,5008,18,18,23,0,0,0,31,32,37,59,0,100,8067,81,560,69,100,800,1000,8592
2024-10-08 09:24:37,BATT014,192.168.91.232,55.0,0.004583333333333333,2365,2347,2349,4096,4065,4068,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65535,0,0,0,0,65533,0,0,0,146,0,405,0,546,0,71,0,1321,3971,4002,3978,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,5,0,0,0,1,1,5,5,0,7,8087,7,0,69,100,800,1000,8592
2024-10-08 09:25:31,BATT014,192.168.91.232,54.0,0.0045,2362,2344,2351,4091,4059,4072,0,0,0,0,0,0,0,0,0,5007,1,1,0,2,0,0,0,0,3,0,0,0,146,0,405,0,546,0,71,0,1321,3971,4006,3978,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,5,1,0,2,2,1,5,5,3,8,8091,7,0,69,100,800,1000,8592
2024-10-08 09:26:26,BATT014,192.168.91.232,55.0,0.06569444444444444,2369,2349,2342,4103,4068,4056,0,0,0,0,0,0,0,0,0,5005,1,65513,65512,65510,0,0,0,0,65463,0,40,0,146,0,405,0,546,0,71,0,1321,3968,3997,3959,110,116,135,13,13,17,25,27,30,43,82,5003,11,11,16,0,0,0,26,27,31,38,0,84,8080,54,400,70,100,800,1000,8592
2024-10-08 09:27:21,BATT014,192.168.91.232,55.0,0.06263888888888888,2365,2351,2344,4096,4072,4059,0,0,0,0,0,0,0,0,0,5005,1,65514,65512,65510,0,0,0,0,65464,0,40,0,146,0,405,0,547,0,71,0,1322,3959,4002,3959,110,116,134,11,13,17,25,27,31,41,83,5008,11,11,15,0,0,0,25,27,31,37,0,83,8077,54,400,70,100,800,1000,8592
2024-10-08 09:28:15,BATT014,192.168.91.232,54.0,0.0645,2362,2351,2347,4091,4072,4065,0,0,0,0,0,0,0,0,0,5005,1,65513,65512,65509,0,0,0,0,65462,0,40,0,146,0,405,0,547,0,71,0,1322,3956,4002,3971,110,117,134,13,13,17,25,27,31,43,83,5005,12,12,17,0,0,0,26,27,31,41,0,84,8077,54,400,70,100,800,1000,8592
2024-10-08 09:29:10,BATT014,192.168.91.232,55.0,0.06569444444444444,2367,2351,2342,4099,4072,4056,0,0,0,0,0,0,0,0,0,5005,1,65514,65512,65510,0,0,0,0,65464,0,40,0,146,0,405,0,547,0,71,0,1322,3959,4006,3962,110,116,134,13,13,17,25,27,31,43,83,5003,12,12,16,0,0,0,25,27,31,40,0,83,8078,54,400,71,100,800,1000,8592
2024-10-08 09:30:05,BATT014,192.168.91.232,55.0,0.06263888888888888,2369,2351,2340,4103,4072,4052,0,0,0,0,0,0,0,0,0,5007,1,65514,65512,65510,0,0,0,0,65464,0,40,0,146,0,405,0,547,0,71,0,1322,3962,4002,3959,110,117,134,11,13,17,25,27,31,41,83,5005,11,11,16,0,0,0,25,27,31,38,0,83,8078,54,400,71,100,800,1000,8592
2024-10-08 09:30:59,BATT014,192.168.91.232,54.0,0.0645,2365,2353,2347,4096,4075,4065,0,0,0,0,0,0,0,0,0,5005,1,65515,65512,65510,0,0,0,0,65465,0,40,0,146,0,405,0,547,0,71,0,1322,3959,4006,3962,110,116,134,13,13,17,25,27,31,43,83,5003,12,12,17,0,0,0,25,27,31,41,0,83,8080,54,400,71,100,800,1000,8592
2024-10-08 09:31:54,BATT014,192.168.91.232,55.0,0.06569444444444444,2369,2349,2340,4103,4068,4052,0,0,0,0,0,0,0,0,0,5005,1,65514,65512,65509,0,0,0,0,65463,0,40,0,146,0,405,0,547,0,71,0,1322,3968,3997,3962,110,116,134,13,13,17,25,27,31,43,83,5008,11,11,16,0,0,0,25,27,31,38,0,83,8080,54,400,72,100,800,1000,8592
2024-10-08 09:32:49,BATT014,192.168.91.232,55.0,0.06569444444444444,2362,2342,2349,4091,4056,4068,0,0,0,0,0,0,0,0,0,5005,1,65514,65512,65510,0,0,0,0,65464,0,40,0,146,0,405,0,547,0,71,0,1322,3962,3994,3971,110,117,134,13,13,17,25,27,31,43,83,5003,11,11,15,0,0,0,26,27,31,37,0,84,8080,54,400,72,100,800,1000,8592
2024-10-08 09:33:43,BATT014,192.168.91.232,54.0,0.0645,2362,2351,2347,4091,4072,4065,0,0,0,0,0,0,0,0,0,5005,1,65514,65512,65510,0,0,0,0,65464,0,40,0,146,0,405,0,547,0,71,0,1322,3956,4002,3971,110,117,134,13,13,17,25,27,31,43,83,5008,11,11,16,0,0,0,25,27,30,38,0,82,8081,54,400,72,100,800,1000,8592
2024-10-08 09:34:38,BATT014,192.168.91.232,55.0,0.06569444444444444,2369,2347,2340,4103,4065,4052,0,0,0,0,0,0,0,0,0,5005,1,65514,65512,65510,0,0,0,0,65464,0,40,0,146,0,405,0,547,0,71,0,1322,3968,3997,3962,110,116,134,13,13,17,25,27,31,43,83,5005,11,11,15,0,0,0,25,27,31,37,0,83,8081,54,400,73,100,800,1000,8592
2024-10-08 09:35:33,BATT014,192.168.91.232,55.0,0.06569444444444444,2365,2347,2349,4096,4065,4068,0,0,0,0,0,0,0,0,0,5005,1,65514,65512,65510,0,0,0,0,65464,0,40,0,146,0,405,0,547,0,71,0,1322,3959,3994,3975,110,116,134,13,13,17,25,27,31,43,83,5005,11,11,17,0,0,0,26,27,31,39,0,84,8083,54,400,73,100,800,1000,8592
2024-10-08 09:36:27,BATT014,192.168.91.232,54.0,0.0555,2369,2347,2342,4103,4065,4056,0,0,0,0,0,0,0,0,0,5005,1,65514,65512,65509,0,0,0,0,65463,0,40,0,146,0,405,0,547,0,71,0,1323,3968,3997,3962,110,116,134,11,11,15,25,27,31,37,83,5005,12,13,17,0,0,0,25,27,31,42,0,83,8083,54,400,73,100,800,1000,8592
2024-10-08 09:37:22,BATT014,192.168.91.232,55.0,0.06569444444444444,2365,2344,2349,4096,4059,4068,0,0,0,0,0,0,0,0,0,5005,1,65514,65512,65510,0,0,0,0,65464,0,40,0,146,0,405,0,547,0,71,0,1323,3959,3994,3975,110,117,134,13,13,17,25,27,31,43,83,5008,11,12,16,0,0,0,25,27,31,39,0,83,8085,54,400,73,100,800,1000,8592
2024-10-08 09:38:17,BATT014,192.168.91.232,55.0,0.004583333333333333,2360,2349,2344,4087,4068,4059,0,0,0,0,0,0,0,0,0,5007,1,1,1,1,0,0,0,0,3,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4018,3971,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,5,1,1,1,1,1,5,5,3,7,8100,7,0,74,100,800,1000,8592
2024-10-08 09:39:12,BATT014,192.168.91.232,55.0,0.004583333333333333,2362,2347,2353,4091,4065,4075,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65535,0,0,0,0,65533,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4006,3978,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,4,0,0,0,1,1,5,4,0,7,8103,7,0,74,100,800,1000,8592
2024-10-08 09:40:07,BATT014,192.168.91.232,55.0,0.004583333333333333,2367,2344,2347,4099,4059,4065,0,0,0,0,0,0,0,0,0,5005,1,1,1,2,0,0,0,0,4,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4002,3971,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,4,1,1,2,1,1,5,4,4,7,8105,7,0,75,100,800,1000,8592
2024-10-08 09:41:01,BATT014,192.168.91.232,54.0,0.0045,2365,2351,2342,4096,4072,4056,0,0,0,0,0,0,0,0,0,5005,1,1,1,2,0,0,0,0,4,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4018,3971,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,1,1,2,1,1,5,5,4,7,8106,7,0,75,100,800,1000,8592
2024-10-08 09:41:56,BATT014,192.168.91.232,55.0,0.004583333333333333,2360,2344,2351,4087,4059,4072,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4006,3978,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,5,0,0,0,2,1,6,5,0,9,8107,7,0,75,100,800,1000,8592
2024-10-08 09:42:52,BATT014,192.168.91.232,56.0,0.004666666666666666,2362,2342,2349,4091,4056,4068,0,0,0,0,0,0,0,0,0,5007,1,1,1,3,0,0,0,0,5,0,0,0,146,0,405,0,547,0,71,0,1323,3975,4002,3978,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,1,1,3,1,1,6,5,5,8,8109,7,0,76,100,800,1000,8592
2024-10-08 09:43:46,BATT014,192.168.91.232,54.0,0.0045,2365,2342,2349,4096,4056,4068,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65533,0,0,0,0,65531,0,0,0,146,0,405,0,547,0,71,0,1323,3975,4002,3978,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,1,1,5,5,0,7,8110,7,0,76,100,800,1000,8592
2024-10-08 09:44:41,BATT014,192.168.91.232,55.0,0.004583333333333333,2365,2344,2347,4096,4059,4065,0,0,0,0,0,0,0,0,0,5005,1,1,1,2,0,0,0,0,4,0,0,0,146,0,405,0,547,0,71,0,1323,3975,4002,3978,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,5,1,1,2,2,1,5,5,4,8,8111,7,0,76,100,800,1000,8592
2024-10-08 09:45:35,BATT014,192.168.91.232,54.0,0.0045,2367,2344,2344,4099,4059,4059,0,0,0,0,0,0,0,0,0,5005,1,1,1,2,0,0,0,0,4,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4006,3971,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,1,1,2,1,1,5,5,4,7,8112,7,0,77,100,800,1000,8592
2024-10-08 09:46:30,BATT014,192.168.91.232,55.0,0.004583333333333333,2365,2342,2349,4096,4056,4068,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3975,4002,3975,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,5,0,0,0,1,1,5,5,0,7,8113,7,0,77,100,800,1000,8592
2024-10-08 09:47:26,BATT014,192.168.91.232,56.0,0.004666666666666666,2369,2344,2344,4103,4059,4059,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4002,3975,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,5,0,0,0,1,1,5,5,0,7,8116,7,0,78,100,800,1000,8592
2024-10-08 09:48:20,BATT014,192.168.91.232,54.0,0.0045,2362,2347,2351,4091,4065,4072,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4006,3978,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,1,0,5,5,0,6,8118,7,0,78,100,800,1000,8592
2024-10-08 09:49:15,BATT014,192.168.91.232,55.0,0.004583333333333333,2360,2349,2344,4087,4068,4059,0,0,0,0,0,0,0,0,0,5007,1,1,1,2,0,0,0,0,4,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4013,3971,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,5,1,1,2,2,1,5,5,4,8,8120,7,0,78,100,800,1000,8592
2024-10-08 09:50:10,BATT014,192.168.91.232,55.0,0.004583333333333333,2367,2344,2344,4099,4059,4059,0,0,0,0,0,0,0,0,0,5007,1,1,1,2,0,0,0,0,4,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4006,3971,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,5,1,1,2,1,1,5,5,4,7,8120,7,0,79,100,800,1000,8592
2024-10-08 09:51:05,BATT014,192.168.91.232,55.0,0.004583333333333333,2367,2344,2347,4099,4059,4065,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4002,3975,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,1,1,5,5,0,7,8123,7,0,79,100,800,1000,8592
2024-10-08 09:52:00,BATT014,192.168.91.232,55.0,0.004583333333333333,2358,2344,2349,4084,4059,4068,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3968,4009,3978,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,5,0,0,0,2,0,5,5,0,7,8127,7,0,80,100,800,1000,8592
2024-10-08 09:52:54,BATT014,192.168.91.232,54.0,0.0045,2367,2344,2344,4099,4059,4059,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4002,3975,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,1,1,5,5,0,7,8131,7,0,80,100,800,1000,8592
2024-10-08 09:53:49,BATT014,192.168.91.232,55.0,0.004583333333333333,2358,2347,2349,4084,4065,4068,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3968,4009,3978,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,2,1,5,5,0,8,8134,7,0,80,100,800,1000,8592
2024-10-08 09:54:44,BATT014,192.168.91.232,55.0,0.004583333333333333,2362,2340,2347,4091,4052,4065,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4002,3971,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,5,0,0,0,1,1,5,5,0,7,8115,7,0,81,100,200,1000,8592
2024-10-08 09:55:38,BATT014,192.168.91.232,54.0,0.0045,2358,2349,2344,4084,4068,4059,0,0,0,0,0,0,0,0,0,5007,1,65535,0,65534,0,0,0,0,65533,0,0,0,146,0,405,0,547,0,71,0,1323,3968,4013,3975,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,2,0,5,5,0,7,8115,7,0,81,100,200,1000,8592
2024-10-08 09:56:32,BATT014,192.168.91.232,54.0,0.0045,2362,2340,2344,4091,4052,4059,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65535,0,0,0,0,65533,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4006,3975,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,5,0,0,0,2,1,5,5,0,8,8114,7,0,81,100,200,1000,8592
2024-10-08 09:57:27,BATT014,192.168.91.232,55.0,0.004583333333333333,2362,2344,2340,4091,4059,4052,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3975,4013,3968,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,1,1,5,5,0,7,8119,7,0,82,100,200,1000,8592
2024-10-08 09:58:22,BATT014,192.168.91.232,55.0,0.004583333333333333,2358,2344,2347,4084,4059,4065,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4006,3978,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,1,1,5,5,0,7,8121,7,0,82,100,200,1000,8592
2024-10-08 09:59:17,BATT014,192.168.91.232,55.0,0.004583333333333333,2362,2344,2338,4091,4059,4049,0,0,0,0,0,0,0,0,0,5007,1,1,1,1,0,0,0,0,3,0,0,0,146,0,405,0,547,0,71,0,1323,3975,4013,3968,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,1,1,1,1,1,5,5,3,7,8123,7,0,82,100,200,1000,8592
2024-10-08 10:00:11,BATT014,192.168.91.232,54.0,0.0045,2356,2347,2347,4080,4065,4065,0,0,0,0,0,0,0,0,0,5005,1,1,1,2,0,0,0,0,4,0,0,0,146,0,405,0,547,0,71,0,1323,3968,4009,3978,0,0,25,0,0,3,0,0,5,3,5,5003,0,0,4,1,1,2,1,1,5,4,4,7,8126,7,0,82,100,200,1000,8592
2024-10-08 10:01:06,BATT014,192.168.91.232,55.0,0.004583333333333333,2360,2340,2347,4087,4052,4065,0,0,0,0,0,0,0,0,0,5005,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4002,3975,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,2,1,5,5,0,8,8129,7,0,83,100,200,1000,8592
2024-10-08 10:02:01,BATT014,192.168.91.232,55.0,0.004583333333333333,2360,2347,2342,4087,4065,4056,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65533,0,0,0,0,65531,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4013,3971,0,0,25,0,0,3,0,0,5,3,5,5010,0,0,5,0,0,0,2,1,6,5,0,9,8130,7,0,83,100,200,1000,8592
2024-10-08 10:02:56,BATT014,192.168.91.232,55.0,0.004583333333333333,2358,2347,2347,4084,4065,4065,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3968,4009,3978,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,4,0,0,0,2,1,5,4,0,8,8133,7,0,83,100,200,1000,8592
2024-10-08 10:03:50,BATT014,192.168.91.232,54.0,0.0045,2358,2340,2349,4084,4052,4068,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65535,0,0,0,0,65533,0,0,0,146,0,405,0,547,0,71,0,1323,3975,4006,3978,0,0,25,0,0,3,0,0,5,3,5,5010,0,0,5,0,0,0,1,1,5,5,0,7,8134,7,0,83,100,200,1000,8592
2024-10-08 10:04:45,BATT014,192.168.91.232,55.0,0.004583333333333333,2362,2340,2347,4091,4052,4065,0,0,0,0,0,0,0,0,0,5007,1,1,1,2,0,0,0,0,4,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4006,3975,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,1,1,2,1,1,5,5,4,7,8134,7,0,84,100,200,1000,8592
2024-10-08 10:05:40,BATT014,192.168.91.232,55.0,0.004583333333333333,2360,2347,2342,4087,4065,4056,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3975,4013,3971,0,0,25,0,0,3,0,0,5,3,5,5010,0,0,5,0,0,0,2,1,5,5,0,8,8137,7,0,84,100,200,1000,8592
2024-10-08 10:06:34,BATT014,192.168.91.232,54.0,0.0045,2362,2342,2340,4091,4056,4052,0,0,0,0,0,0,0,0,0,5007,1,1,1,2,0,0,0,0,4,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4013,3968,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,5,1,1,2,2,1,5,5,4,8,8137,7,0,84,100,200,1000,8592
2024-10-08 10:07:29,BATT014,192.168.91.232,55.0,0.004583333333333333,2362,2347,2342,4091,4065,4056,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3975,4013,3968,0,0,25,0,0,3,0,0,5,3,5,5010,0,0,5,0,0,0,1,1,5,5,0,7,8136,7,0,85,100,200,1000,8592
2024-10-08 10:08:23,BATT014,192.168.91.232,54.0,0.0045,2362,2347,2342,4091,4065,4056,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4018,3971,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,5,0,0,0,1,1,6,5,0,8,8138,7,0,85,100,200,1000,8592
2024-10-08 10:09:18,BATT014,192.168.91.232,55.0,0.004583333333333333,2360,2347,2342,4087,4065,4056,0,0,0,0,0,0,0,0,0,5007,1,65535,65535,65534,0,0,0,0,65532,0,0,0,146,0,405,0,547,0,71,0,1323,3971,4013,3971,0,0,25,0,0,3,0,0,5,3,5,5005,0,0,5,0,0,0,1,1,5,5,0,7,8139,7,0,85,100,200,1000,8592
2024-10-08 10:10:12,BATT014,192.168.91.232,54.0,0.0045,2365,2342,2342,4096,4056,4056,0,0,0,0,0,0,0,0,0,5007,1,65534,65535,65534,0,0,0,0,65531,0,0,0,146,0,405,0,547,0,71,0,1323,3978,4009,3968,0,0,25,0,0,3,0,0,5,3,5,5008,0,0,4,0,0,0,2,1,5,4,0,8,8141,7,0,85,100,200,1000,8592
